x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-227.924194,14.790000,-285.153595,-88.863312,9,0,0,0,
-298.914307,22.043993,-285.373260,-90.130890,8,0,0,0,
-415.847961,24.295000,-284.821014,-91.054001,8,0,0,0,
-649.275024,29.716000,-286.742950,-52.382999,8,0,0,0,
-649.494141,34.775005,-398.921967,37.420994,7,0,0,0,
-450.671051,51.541000,-401.822021,90.815781,7,0,0,0,
-304.371002,72.425995,-461.478027,3.742000,8,0,0,0,
-438.928009,56.005009,-513.734985,-90.285110,7,0,0,0,
-647.937073,19.725000,-513.489075,-92.221985,9,0,0,0,
-828.565918,19.863001,-510.763092,-149.683029,18,0,0,0,
-797.271057,32.786007,-404.100952,-156.723007,19,0,0,0,
-839.808899,32.836979,-400.318970,-133.857986,12,0,0,0,
-842.412231,34.843002,-284.834930,148.233017,15,0,0,0,
-749.203064,24.775003,-284.757996,135.771988,15,0,0,0,
-701.829895,24.812994,-177.224533,-162.735992,18,0,0,0,
-842.075989,34.903008,-174.543991,-133.200027,16,0,0,0,
-843.424011,37.345005,-126.190002,184.987976,13,0,0,0,
-742.348572,39.804005,-63.969002,90.001656,12,0,0,0,
-498.711975,18.719999,-66.991020,59.272995,12,0,0,0,
-496.477997,14.891001,-173.740021,43.126007,10,0,0,0,
-334.045013,14.761003,-175.103012,89.841255,13,0,0,0,
-117.848991,-0.172000,-200.673035,39.915001,17,0,0,0,
-114.922020,0.307000,-283.067017,-21.280001,15,0,0,0,
