x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-525.285034,19.112997,-63.487980,-90.183998,11,0,0,0,
-647.476013,19.717993,-63.301003,-92.414009,12,0,0,0,
-750.986145,39.756996,-63.692101,-91.052956,12,0,0,0,
-930.536804,49.912003,-64.176994,-89.500366,13,0,0,0,
-1308.396240,56.802982,-63.074345,-127.598984,15,0,0,0,
-1309.042969,69.905014,45.007004,144.645996,16,0,0,0,
-1115.764160,106.395996,47.507011,89.720222,13,0,0,0,
-847.969910,69.745964,48.285999,87.183563,11,0,0,0,
-655.371094,19.691988,48.750008,87.046494,12,0,0,0,
-499.258026,18.852003,44.392002,48.086006,16,0,0,0,
