x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-39.258720,1.697412,26.143198,-21.420229,15,0,0,0,
-90.358978,-0.056000,-97.497993,-20.365664,15,0,0,0,
-295.979767,13.287002,-174.521454,-90.068001,15,0,0,0,
-598.512390,21.628998,-174.090302,-90.065361,9,0,0,0,
-963.106873,47.800991,-173.795975,-90.354942,13,0,0,0,
-1449.166138,40.575996,-174.359299,-89.402390,7,0,0,0,
-1855.558105,27.987001,-248.593994,-7.456001,13,0,0,0,
-1780.598999,30.837997,-1013.707031,-0.976853,12,0,0,0,
-1780.390381,36.136005,-1342.549683,0.442989,13,0,0,0,
-1780.330933,33.207993,-1886.408203,0.019227,9,0,0,0,
-1780.444946,30.342001,-2205.868408,0.007555,13,0,0,0,
-1782.453735,30.361004,-2530.864014,-64.049019,12,0,0,0,
