x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-50.424366,-0.150300,30.297237,-125.213791,15,0,0,0,
-78.893143,1.085000,49.401489,-125.023735,19,0,0,0,
-223.769989,7.166999,150.363205,-125.022530,18,0,0,0,
-368.846985,8.756989,252.503006,-125.018600,18,0,0,0,
-588.611633,16.313002,406.017090,-126.393463,18,0,0,0,
-596.538696,21.093998,532.361145,-32.720039,13,0,0,0,
-577.141907,25.477999,1062.924072,56.046951,11,0,0,0,
-1159.099121,58.623989,1517.461670,60.470268,8,0,0,0,
-1482.028564,53.112682,999.800842,-15.000000,8,0,0,0,
-1630.826538,35.945015,439.261688,-90.000000,15,0,0,0,
