x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-496.791992,17.456451,80.131760,-360.326477,15,0,0,0,
-606.676086,19.856001,-42.343002,-89.709267,9,0,0,0,
-831.806885,69.862999,163.317657,-89.470772,14,0,0,0,
-993.736084,87.296005,137.219543,0.502000,13,0,0,0,
-1149.739746,113.281998,128.908340,178.717026,8,0,0,0,
-1149.954956,89.636322,239.180847,-179.016113,9,0,0,0,
-1311.751221,62.407009,279.616028,-142.247025,22,0,0,0,
-1311.217163,49.849998,615.688904,-219.516922,21,0,0,0,
-1299.848145,37.849998,853.244995,25.144997,26,0,0,0,
-1472.082275,34.680367,856.657837,-179.978180,13,0,0,0,
-1620.575562,47.849998,614.574829,-90.283226,10,0,0,0,
-1971.571777,31.311989,615.742859,-62.120010,15,0,0,0,
