x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-870.705322,39.940994,394.649048,-89.087044,14,0,0,0,
-923.311035,40.364014,394.101044,-89.871887,13,0,0,0,
-992.260925,40.721981,392.725952,-48.692039,15,0,0,0,
-993.081970,62.316006,278.630951,35.863667,17,0,0,0,
-934.849121,56.843006,278.948212,90.438324,12,0,0,0,
-832.047241,46.535995,288.969910,115.066307,15,0,0,0,
-710.887512,34.875999,355.469055,133.546005,14,0,0,0,
-584.378845,16.239002,402.732574,55.236008,19,0,0,0,
-479.674957,12.755993,330.593903,55.878479,19,0,0,0,
-500.888031,11.770995,280.029999,-88.581955,12,0,0,0,
-612.438782,27.823006,279.074982,-89.868736,13,0,0,0,
