x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-976.454529,89.174316,48.202278,-270.000000,15,0,0,0,
-781.712402,48.042202,48.148022,-90.000000,14,0,0,0,
-346.571014,7.850100,49.107777,-40.000000,21,0,0,0,
56.810005,1.707000,176.144226,-35.000000,22,0,0,0,
-276.274017,37.068008,876.245117,50.000000,17,0,0,0,
-995.964050,42.475201,1290.503662,55.000000,12,0,0,0,
-1455.653564,53.892002,1048.009644,-15.000000,17,0,0,0,
-1497.612183,49.150017,614.654541,180.000000,17,0,0,0,
-1469.191162,34.849998,343.976074,360.123962,13,0,0,0,
-1470.753662,35.177917,-269.168762,180.000000,13,0,0,0,
-1726.034180,21.770576,-760.728333,-35.000000,17,0,0,0,
-1780.121460,37.332867,-1417.407959,-0.406989,15,0,0,0,
-1786.855347,30.252100,-2365.385986,0.000000,15,0,0,0,
