x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-843.975586,69.849998,56.238022,-0.374093,15,0,0,0,
-855.824768,39.849998,-65.342995,-90.120987,15,0,0,0,
-1123.250610,41.699997,-56.222000,-96.045013,6,0,0,0,
-1237.586060,41.699997,-69.119926,-91.406357,5,0,0,0,
-1280.870972,73.213005,47.769005,91.269981,13,0,0,0,
-1043.807983,95.344994,112.567764,124.837631,5,0,0,0,
-748.009094,38.689999,292.682983,-178.353958,9,0,0,0,
-747.059875,27.884003,382.469971,-177.009995,9,0,0,0,
-664.266907,23.735996,336.971985,-83.993980,6,0,0,0,
-831.529907,42.679028,337.110016,-89.010002,9,0,0,0,
