x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-1628.213257,41.693130,880.742065,0.865903,15,0,0,0,
-1629.173706,54.257004,745.116028,4.250000,8,0,0,0,
-1628.078125,47.003994,597.139587,1.331990,8,0,0,0,
-1628.937012,36.091000,470.105042,-1.398152,14,0,0,0,
-1628.338989,43.119015,309.780975,-0.907244,13,0,0,0,
-1628.091919,49.361294,186.487976,-0.590996,13,0,0,0,
-1628.323730,59.314053,28.805534,180.123978,13,0,0,0,
-1550.078491,49.980003,-64.649513,-269.981049,13,0,0,0,
-1471.382080,49.280003,70.431999,-179.941010,14,0,0,0,
-1470.751099,34.979996,305.730499,-177.329224,13,0,0,0,
-1471.647949,33.186989,661.097961,179.442307,12,0,0,0,
-1472.026123,34.967983,864.337830,179.437256,15,0,0,0,
