x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-1264.814087,37.106007,838.025757,69.284050,18,0,0,0,
-1202.824097,33.589001,811.843872,65.667603,19,0,0,0,
-1140.634888,31.537998,744.920105,-33.367004,12,0,0,0,
-1146.465942,49.785988,617.868958,39.119999,13,0,0,0,
-1002.626343,28.819006,615.201965,92.907974,11,0,0,0,
-893.782104,24.011003,609.994995,91.277000,20,0,0,0,
-738.638794,20.708996,511.258545,55.551617,20,0,0,0,
-649.877563,17.364006,415.803345,-1.956539,15,0,0,0,
-718.841431,24.512007,395.264252,-91.574776,12,0,0,0,
-912.298889,40.223007,395.018738,-91.979240,13,0,0,0,
-994.378601,51.899006,334.628998,1.748000,12,0,0,0,
-1022.716064,64.233025,279.386017,-91.359398,13,0,0,0,
-1148.567993,82.163010,273.300995,-42.256004,9,0,0,0,
-1150.162109,109.829010,176.079987,-3.720079,8,0,0,0,
-1306.539185,69.809998,165.264435,-125.523994,15,0,0,0,
-1312.819946,62.317009,277.439056,179.727478,14,0,0,0,
-1312.448120,49.816013,498.267242,179.778061,13,0,0,0,
-1311.290161,39.433998,709.193054,179.861282,15,0,0,0,
