x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-68.063507,0.326000,41.114811,-122.673042,19,0,0,0,
-131.182632,4.028000,85.990288,-124.977249,19,0,0,0,
-289.990051,7.561001,197.078156,-124.971458,19,0,0,0,
-481.848907,12.757999,331.233124,-124.963631,19,0,0,0,
-747.831787,20.904997,517.250916,-124.968536,19,0,0,0,
-1312.010132,49.877007,380.824066,1.313228,15,0,0,0,
-1312.369385,69.768997,46.594009,-0.963315,15,0,0,0,
-1312.048096,44.842007,-294.072052,-0.639253,15,0,0,0,
-1142.895020,3.872033,-659.866150,47.397995,12,0,0,0,
-818.025452,3.140000,-664.476135,86.133804,8,0,0,0,
-426.229034,17.589104,-663.916077,89.889114,13,0,0,0,
-158.409988,-0.215000,-576.286865,154.364090,15,0,0,0,
-115.021011,-0.148000,-374.328186,174.039948,15,0,0,0,
-103.645988,-0.121000,-148.083984,165.523605,15,0,0,0,
