x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-401.025726,11.438005,276.032776,59.116615,20,0,0,0,
-344.233032,7.920001,239.284958,90.695992,19,0,0,0,
-313.284912,8.766002,281.842926,142.103500,13,0,0,0,
-254.918076,10.868997,362.397064,143.496170,14,0,0,0,
-184.937012,11.748997,472.122437,142.837234,19,0,0,0,
-197.648422,13.870994,562.086975,-125.537994,14,0,0,0,
-226.055023,18.939003,654.738037,143.150009,13,0,0,0,
-206.045517,20.485996,823.580444,-128.652283,19,0,0,0,
-291.440002,22.950996,884.077148,-123.979607,17,0,0,0,
-385.639984,23.078997,830.532043,-32.542625,13,0,0,0,
-566.598755,22.851002,580.932251,6.554573,20,0,0,0,
-633.179016,17.907001,478.015991,-33.686821,13,0,0,0,
-585.117737,16.193998,403.975342,58.837379,19,0,0,0,
