x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-59.469578,4.504703,-74.519318,-123.719543,0,0,0,0,
-212.562637,2.312097,88.020119,60.592232,0,0,0,0,
-263.700836,2.303650,-38.345303,-131.425171,0,0,0,0,
-689.597290,0.300854,-388.801544,-46.355717,0,0,0,0,
-729.387695,6.801105,-190.897751,-85.481003,0,0,0,0,
-782.646179,2.300667,-76.590630,59.999737,0,0,0,0,
154.187820,-10.749063,-318.980042,-28.895992,0,0,0,0,
175.552231,-19.850714,-361.441956,-114.689461,0,0,0,0,
303.946381,2.301070,-212.993103,92.584236,0,0,0,0,
-1058.409424,2.284847,-371.509888,164.967102,0,0,0,0,
-1471.070923,20.865175,-598.921875,69.499626,0,0,0,0,
-1205.803101,2.311136,-643.833313,69.679718,0,0,0,0,
-925.534119,2.965969,-477.963287,133.764496,0,0,0,0,
-575.817871,7.300808,-643.799866,161.074997,0,0,0,0,
-465.371460,7.287067,-850.530090,-135.572113,0,0,0,0,
-271.599854,7.300840,-713.731628,-36.117519,0,0,0,0,
-163.617065,2.300263,218.537491,170.306183,0,0,0,0,
-40.534664,2.299574,247.580124,74.311188,0,0,0,0,
-185.701843,2.300424,208.813980,81.617813,0,0,0,0,
46.044399,2.299896,190.899368,68.254807,0,0,0,0,
429.836334,2.268689,251.332565,-89.022995,0,0,0,0,
435.264771,7.301902,-655.518066,151.518845,0,0,0,0,
473.033752,7.299192,-626.799316,-36.388939,0,0,0,0,
574.008057,7.254959,-673.151367,-133.343384,0,0,0,0,
321.057922,7.301612,-745.090515,-131.119125,0,0,0,0,
83.860489,7.144496,-608.749634,-119.491310,0,0,0,0,
400.731781,5.204463,-331.051147,129.098145,0,0,0,0,
168.050674,6.371992,-403.698334,124.528099,0,0,0,0,
690.884644,20.956167,-187.063309,157.755341,0,0,0,0,
989.583435,2.299918,121.183495,139.380112,0,0,0,0,
1080.991211,2.298297,113.072182,19.595501,0,0,0,0,
176.309631,2.324316,-256.138855,-96.230202,0,0,0,0,
645.721680,8.595626,-591.973938,77.407181,0,0,0,0,
764.398132,7.283899,-643.330627,164.113358,0,0,0,0,
1000.169617,10.888859,-676.669434,82.804001,0,0,0,0,
1007.023315,7.217849,-577.716309,105.111000,0,0,0,0,
1132.260376,6.364463,-453.310974,130.310425,0,0,0,0,
1171.120483,24.592228,-340.547089,-69.095039,0,0,0,0,
1210.570190,7.660764,-391.578308,18.266895,0,0,0,0,
1157.533081,12.877703,-282.651947,-161.739395,0,0,0,0,
1289.370483,2.299862,-194.527222,167.751312,0,0,0,0,
1244.000732,23.832237,-141.537262,15.161706,0,0,0,0,
1228.814941,21.557837,-87.639160,-163.834763,0,0,0,0,
881.678650,-10.699867,451.636902,86.925850,0,0,0,0,
641.187683,2.300926,421.644592,-85.926697,0,0,0,0,
510.012512,16.140415,622.448059,-71.908997,0,0,0,0,
