x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-763.281006,-0.140000,147.392029,70.843811,16,0,0,0,
-456.914032,-0.150100,79.718086,97.272980,6,0,0,0,
-287.581970,-0.150100,284.877228,211.802063,13,0,0,0,
-98.322014,-0.150037,286.408966,82.831009,13,0,0,0,
140.208969,-0.150000,90.622032,95.960991,10,0,0,0,
67.902000,-0.150000,-49.359001,182.019012,10,0,0,0,
-101.992004,-0.150000,-190.714554,153.219009,7,0,0,0,
-423.382965,-0.150100,-137.739166,167.708099,17,0,0,0,
-679.376038,-0.150100,-89.845695,185.737976,5,0,0,0,
-837.861938,-0.150200,46.187000,240.780014,11,0,0,0,
