x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-282.716278,-0.150094,-122.901810,-269.156189,15,0,0,0,
-142.857010,-0.150000,-103.117996,-79.157120,15,0,0,0,
-41.005013,-0.150000,-104.434998,315.841766,19,0,0,0,
-181.740005,-0.150098,125.282997,235.841049,12,0,0,0,
-4.412874,-0.120000,437.506714,270.840515,6,0,0,0,
729.058838,-0.149900,670.386169,270.448975,12,0,0,0,
908.801025,-0.149800,181.555084,206.749298,11,0,0,0,
1026.574097,4.756738,-432.390045,372.708099,10,0,0,0,
414.564636,4.850400,-469.048645,222.327713,11,0,0,0,
227.411911,-0.149900,-277.179688,225.000000,12,0,0,0,
