x,y,z,a,poly count,frane rate,state changes,texture changes,msg
783.050293,-0.149800,70.718475,45.000000,8,0,0,0,
712.161072,4.751619,-150.260162,-25.277617,10,0,0,0,
525.913086,4.850400,-535.365845,-71.954018,13,0,0,0,
414.761078,4.850400,-470.523010,-136.801010,10,0,0,0,
205.682022,4.850400,-449.665009,-102.283005,11,0,0,0,
-141.643997,-0.270000,-257.375977,190.838989,10,0,0,0,
-31.091997,-0.190000,-90.680008,-203.537994,14,0,0,0,
-46.418003,-0.150000,-27.171995,-113.749481,16,0,0,0,
-72.638000,-0.150000,5.949999,158.749481,10,0,0,0,
-44.520000,-0.150000,49.653004,118.325981,7,0,0,0,
126.561005,-0.150000,84.286980,98.353996,13,0,0,0,
342.356995,-0.149900,109.379021,95.944389,12,0,0,0,
631.850952,-0.149899,137.802002,90.514999,11,0,0,0,
757.858704,-0.149800,148.675247,7.203999,8,0,0,0,
