x,y,z,a,poly count,frane rate,state changes,texture changes,msg
-126.100670,-0.150053,93.028366,-120.000000,15,0,0,0,
-186.041000,-0.130000,127.870003,48.940002,13,0,0,0,
-416.928955,-0.150100,43.331093,-9.669991,5,0,0,0,
-445.558014,-0.150100,-35.103008,-75.529999,6,0,0,0,
-485.337006,-0.150100,36.732002,198.369995,6,0,0,0,
-437.187683,-0.170000,82.023796,-76.070000,6,0,0,0,
-381.643005,-0.150100,297.835022,-60.680000,6,0,0,0,
-670.015076,-0.150200,165.505020,-35.000000,6,0,0,0,
-708.785095,-0.150200,215.582428,140.000000,6,0,0,0,
-698.580139,-0.150200,276.779999,43.160004,5,0,0,0,
-645.484192,-0.150200,107.990273,70.979965,14,0,0,0,
