# file: c:/mm/shop/race/race67c24waypoints.csv geofile: r67 num: 12
-819.353,2.62545,531.308,-93,0,0,0,
-856.0,4.0,578.0,132,14.0,0,0,
-521.84,-0.00011,711.479,0,0,0,0,
-50.8548,7.02887,894.227,0,13.0,0,0,
496.329,-0.00013,1090.09,97,0,0,0,
197.056,7.25469,1398.21,-90,0,0,0,
-655.768,10.0257,998.992,0,25.0,0,0,
-1120.49,9.99995,748.323,-30,25.0,0,0,
-1129.19,9.08898,-131.981,7,25.0,0,0,
-968.445,9.99998,-693.336,0,25.0,0,0,
-709.21,11.6367,-1058.82,0,25.0,0,0,
-590.308,5.01017,-1232.99,-152,25.0,0,0,
627.0,0.26841,1137.0,-169,0,0,0, 
