Cops and Robbers waypoint set for c39
966.000000,0.000115,-950.000000,0,0,0,0,0,
195.000000,-4.205510,-1116.000000,0,0,0,0,0,
-388.000000,0.150095,-1304.000000,0,0,0,0,0,
-182.000000,0.000100,-846.000000,0,0,0,0,0,
620.000000,0.150090,-758.000000,0,0,0,0,0,
-85.000000,6.685410,-1023.000000,0,0,0,0,0,
307.000000,0.000086,-698.000000,0,0,0,0,0,
406.000000,0.149980,202.000000,0,0,0,0,0,
240.000000,0.149855,1231.000000,0,0,0,0,0,
-208.000000,3.751733,934.000000,0,0,0,0,0,
-178.000000,0.149940,498.000000,0,0,0,0,0,
114.000000,-0.000116,982.000000,0,0,0,0,0,
-255.000000,9.387436,-1084.000000,0,0,0,0,0,
-61.000000,0.150052,-437.000000,0,0,0,0,0,
396.000000,0.402011,-49.000000,0,0,0,0,0,
-555.000000,-0.000030,360.000000,0,0,0,0,0,
-1072.000000,7.000071,-409.000000,0,0,0,0,0,
-354.000000,5.000113,-953.000000,0,0,0,0,0,
-506.000000,1.101150,-626.000000,0,0,0,0,0,
-88.000000,0.150015,-110.000000,0,0,0,0,0,
-868.000000,3.340872,361.000000,0,0,0,0,0,
119.000000,0.963778,867.000000,0,0,0,0,0,
985.000000,0.149895,905.000000,0,0,0,0,0,
279.000000,-0.000050,408.000000,0,0,0,0,0,
173,1,-216,90,0,0,0,0,
-6,1,187,-88,0,0,0,0,
-354,1,472,-17,0,0,0,0,
-943,5,-363,-173,0,0,0,0,
-658,1,0,-91,0,0,0,0,
-809,3,531,-92,0,0,0,0,
-195,11,-1084,71,0,0,0,0,
-317,1,-47,25,0,0,0,0,
306,1,504,-175,0,0,0,0,
345,1,0,-90,0,0,0,0,
1264,1,-736,-172,0,0,0,0,
-74,5,-1212,-156,0,0,0,0,
-467,4,-750,41,0,0,0,0,
550,1,-593,-3,0,0,0,0,
-631,1,-259,175,0,0,0,0,
-17,1,-627,2,0,0,0,0,
177,1,0,-92,0,0,0,0,
-89,10,659,-174,0,0,0,0,
-949,5,0,-90,0,0,0,0,
-175,1,186,0,0,0,0,0,
162,2,-393,1,0,0,0,0,
1073,1,570,0,0,0,0,0,
470,1,912,-177,0,0,0,0,
97,7,648,-68,0,0,0,0,
-456,1,-192,0,0,0,0,0,
-148,7,835,-146,0,0,0,0,
1006,1,922,-180,0,0,0,0,
-944,11,-708,40,0,0,0,0,
-858,5,360,-92,0,0,0,0,
-337,14,1175,120,0,0,0,0,
