# file: c:/mm/shop/race/race1c25waypoints.csv geofile: c1pt num: 17
464.097,0.21627,61.0,-180,19,0,0,
485.834,-0.03206,403.886,125,19,0,0,
622.831,0.26532,1164.06,-169,20,0,0,
-31.4791,9.96041,1355.89,-70,25,0,0,
-484.772,9.8905,1101.26,0,25,0,0,
-872.492,12.8498,903.262,-73,25,0,0,
-1140.82,9.99994,692.685,0,25,0,0,
-1146.51,9.99997,192.897,0,25,0,0,
-1102.9,7.49818,-305.071,9,25,0,0,
-967.255,9.99998,-694.882,0,25,0,0,
-746.863,11.9999,-1005.04,36,25,0,0,
191.582,0.00014,-1180.6,90,19,0,0,
443.307,0.00012,-1042.51,148,19,0,0,
550.264,0.08549,-462.317,0,19,0,0,
464.098,0.17447,-90.5111,0,19,0,0,
