5970
1,24,363.93,0.15,-830.85,364.93,0.15,-830.85,DP01WINA
1,24,363.93,0.15,-830.85,364.93,0.15,-830.85,DP01WINB
1,24,363.93,0.15,-830.85,364.93,0.15,-830.85,DP01WINC
1,24,363.93,0.15,-830.86,364.93,0.15,-830.86,DP01WIND
1,24,363.93,0.15,-830.86,364.93,0.15,-830.86,DP01WINE
1,24,363.93,0.15,-830.86,364.93,0.15,-830.86,DP01WINF
1,24,363.93,0.15,-830.85,364.93,0.15,-830.85,DP01WING
3,24,-769.69,0.15,340.04,-768.69,0.15,340.04,DP03WINA
3,24,-769.69,0.15,340.04,-768.69,0.15,340.04,DP03WINB
3,24,-769.69,0.15,340.04,-768.69,0.15,340.04,DP03WINC
3,24,-769.69,0.15,340.04,-768.69,0.15,340.04,DP03WIND
3,24,-769.69,0.15,340.04,-768.69,0.15,340.04,DP03WINE
4,24,-555.23,0.15,-830.24,-554.23,0.15,-830.24,DP04WINA
4,24,-555.23,0.15,-830.24,-554.23,0.15,-830.24,DP04WINB
4,24,-555.23,0.15,-830.24,-554.23,0.15,-830.24,DP04WINC
4,24,-555.23,0.15,-830.24,-554.23,0.15,-830.24,DP04WIND
4,24,-555.23,0.15,-830.24,-554.23,0.15,-830.24,DP04WINE
24,24,-319.25,0.15,-1338.35,-319.67,0.15,-1339.26,DP24WALLA
24,24,-416.94,0.15,-1374.47,-416.03,0.15,-1374.90,DP24WALLB
31,24,620.99,0.15,457.46,621.13,0.15,458.45,DP31WALLA
31,24,722.58,0.15,499.05,722.09,0.15,499.92,DP31WALLB
32,24,981.52,0.15,568.54,981.52,0.15,567.54,DP32WALL
42,24,392.94,0.16,-73.34,393.94,0.16,-73.34,DP42WALL
60,24,-389.21,29.96,719.42,-388.21,29.96,719.42,DP60CRANE
60,24,-400.40,0.00,688.18,-399.40,0.00,688.18,DP60WALLA
60,24,-342.99,0.00,752.03,-341.99,0.00,752.03,DP60WALLB
60,24,-385.07,-1.10,704.69,-384.07,-1.10,704.69,DP60WALLC
214,24,-561.25,1.00,-1288.68,-560.29,1.00,-1288.41,tpcrshcan
215,24,-571.93,1.00,-1268.29,-572.81,1.00,-1268.77,tpcrshcan
218,24,-519.56,0.00,-1385.92,-520.28,0.00,-1386.61,tpcrshcan
346,24,-673.60,0.15,-103.99,-673.60,0.15,-102.99,tpswrng
449,1048,-88.95,0.15,-201.16,-89.95,0.15,-201.16,dpmalldoora
449,1048,-88.95,0.15,-201.16,-89.95,0.15,-201.16,dpmalldoorb
449,1048,-88.95,0.15,-201.16,-89.95,0.15,-201.16,dpmalldoorc
449,1048,-88.92,0.15,-20.13,-87.92,0.15,-20.13,dpmalldoora
449,1048,-88.92,0.15,-20.13,-87.92,0.15,-20.13,dpmalldoorb
449,1048,-88.92,0.15,-20.13,-87.92,0.15,-20.13,dpmalldoorc
484,24,671.98,0.15,-706.59,672.98,0.15,-706.59,tpswrng
520,24,777.76,0.15,-777.08,776.76,0.15,-777.08,tpswrng
571,24,-1298.06,0.05,362.29,-1298.23,0.05,361.31,tpswrng
576,24,-975.74,0.18,372.55,-976.26,0.18,371.69,tpswrng
586,24,-1175.19,9.83,202.79,-1174.29,9.83,202.34,tpwrongway
589,24,-1118.00,9.90,169.22,-1118.93,9.90,169.58,tpwrongway
606,24,83.54,8.00,1390.40,83.83,8.00,1389.44,tpcrshcan
706,24,409.45,0.15,627.51,410.45,0.15,627.51,tpswrng
707,24,541.66,0.15,483.45,541.66,0.15,482.45,tpswrng
708,24,391.35,0.15,483.43,390.79,0.15,484.26,tpswrng
714,24,-75.87,0.15,333.87,-76.87,0.15,333.87,tpswrng
718,24,173.55,0.15,1194.00,174.08,0.15,1193.15,tpswrng
721,24,547.32,0.15,483.00,546.75,0.15,482.18,tpswrng
722,24,552.25,0.15,627.51,553.25,0.15,627.51,tpswrng
738,24,1130.10,0.15,-777.26,1129.10,0.15,-777.26,tpswrng
744,24,991.58,0.15,-777.21,990.58,0.15,-777.21,tpswrng
746,24,913.22,0.15,-777.18,912.22,0.15,-777.18,tpswrng
760,24,369.63,5.00,1389.34,369.45,5.00,1388.35,tpcrshcan
761,24,107.04,8.00,1393.94,106.57,8.00,1394.82,tpcrshcan
764,24,-297.00,0.41,1122.93,-297.66,0.41,1123.68,tpswrng
770,24,-666.64,0.11,-862.24,-666.83,0.11,-863.22,tpswrng
774,24,-654.73,9.69,-1087.11,-655.69,9.69,-1087.39,tpwrongway
817,24,-395.97,1.35,1239.56,-395.43,1.35,1238.72,tpswrng
825,24,-900.07,9.64,-835.80,-899.11,9.64,-835.53,tpwrongway
827,24,-833.41,0.26,-1006.82,-832.65,0.26,-1006.17,tpswrng
829,24,-486.42,9.83,1067.50,-486.62,9.83,1068.48,tpwrongway
831,24,-200.93,9.90,1298.14,-200.81,9.90,1297.14,tpwrongway
857,24,-22.45,0.15,238.42,-23.13,0.15,237.69,tpswrng
858,24,217.09,0.15,-198.29,216.09,0.15,-198.29,tpswrng
244,88,184.87,0.15,940.30,185.41,0.15,939.46,tpltst
244,88,235.48,0.15,972.54,236.02,0.15,971.69,tpltst
244,24,165.48,0.15,927.94,166.01,0.15,927.10,tptcanc
244,24,178.86,0.15,936.71,179.40,0.15,935.86,tppmtr
244,24,189.83,0.15,943.69,190.36,0.15,942.85,tppmtr
244,24,200.79,0.15,950.68,201.33,0.15,949.83,tppmtr
244,24,211.76,0.15,957.66,212.29,0.15,956.82,tppmtr
244,24,222.72,0.15,964.65,223.26,0.15,963.80,tppmtr
244,24,233.68,0.15,971.63,234.22,0.15,970.79,tppmtr
244,24,244.65,0.15,978.62,245.19,0.15,977.77,tppmtr
244,24,255.61,0.15,985.60,256.15,0.15,984.76,tppmtr
244,24,266.58,0.15,992.59,267.11,0.15,991.74,tppmtr
244,24,187.33,0.15,938.31,187.87,0.15,937.46,tpphone
244,88,263.87,0.15,1003.66,263.33,0.15,1004.51,tpltst
244,88,213.26,0.15,971.43,212.72,0.15,972.27,tpltst
244,24,283.26,0.15,1016.02,282.73,0.15,1016.87,tptcanc
244,24,269.88,0.15,1007.26,269.34,0.15,1008.10,tppmtr
244,24,258.91,0.15,1000.27,258.38,0.15,1001.12,tppmtr
244,24,247.95,0.15,993.29,247.41,0.15,994.13,tppmtr
244,24,236.98,0.15,986.30,236.45,0.15,987.15,tppmtr
244,24,226.02,0.15,979.32,225.48,0.15,980.16,tppmtr
244,24,215.06,0.15,972.33,214.52,0.15,973.18,tppmtr
244,24,204.09,0.15,965.35,203.55,0.15,966.19,tppmtr
244,24,193.13,0.15,958.36,192.59,0.15,959.21,tppmtr
244,24,182.16,0.15,951.38,181.63,0.15,952.22,tppmtr
209,24,139.93,0.24,919.67,139.12,0.24,920.26,tpcboxm
209,24,131.65,0.43,908.39,130.84,0.43,908.98,tpmboxs
209,24,137.01,0.31,915.61,136.21,0.31,916.20,tpdmpstr
211,24,121.87,0.65,895.02,120.93,0.65,895.38,tpmboxs
211,24,116.75,0.90,881.98,115.82,0.90,882.35,tpmboxs
211,24,121.91,0.65,895.00,120.98,0.65,895.36,tpdmpstr
211,24,124.43,1.02,871.42,125.36,1.02,871.05,tpcboxm
211,24,129.54,0.76,884.45,130.47,0.76,884.08,tpmboxs
211,24,126.20,0.93,876.09,127.14,0.93,875.73,tpdmpstr
209,24,139.85,0.46,900.96,140.65,0.46,900.37,tpcboxm
209,24,148.13,0.26,912.25,148.93,0.26,911.66,tpcboxm
212,88,105.16,1.57,821.10,104.16,1.57,821.09,opstlite
212,88,105.38,2.51,777.91,104.38,2.51,777.90,opstlite
212,88,105.60,3.45,734.72,104.60,3.45,734.71,opstlite
212,88,105.82,4.40,691.53,104.82,4.40,691.52,opstlite
212,24,105.68,1.65,817.10,104.68,1.65,817.09,tppmtr
212,24,105.75,1.94,804.10,104.75,1.94,804.10,tppmtr
212,24,105.81,2.22,791.11,104.81,2.22,791.10,tppmtr
212,24,105.88,2.51,778.11,104.88,2.51,778.10,tppmtr
212,24,105.94,2.79,765.11,104.94,2.79,765.11,tppmtr
212,24,106.01,3.07,752.12,105.01,3.07,752.11,tppmtr
212,24,106.08,3.36,739.12,105.08,3.36,739.11,tppmtr
212,24,106.14,3.64,726.12,105.14,3.64,726.12,tppmtr
212,24,106.21,3.93,713.13,105.21,3.93,713.12,tppmtr
212,24,106.27,4.21,700.13,105.27,4.21,700.12,tppmtr
212,24,106.34,4.49,687.13,105.34,4.49,687.13,tppmtr
212,24,106.40,4.78,674.13,105.40,4.78,674.13,tppmtr
212,24,106.47,5.06,661.14,105.47,5.06,661.13,tppmtr
212,24,105.40,1.30,833.09,104.40,1.30,833.09,tptcanc
287,88,98.36,5.15,654.47,97.97,5.15,655.39,opstlite
287,24,93.69,5.15,652.18,93.30,5.15,653.10,tpcboxm
287,24,80.79,5.15,646.75,80.40,5.15,647.67,tpmboxs
287,88,87.12,5.15,637.16,87.51,5.15,636.24,opstlite
287,24,75.95,5.15,632.78,76.34,5.15,631.86,tpcboxbreak
287,24,88.85,5.15,638.21,89.24,5.15,637.29,tpmboxs
212,88,117.40,4.24,693.72,118.40,4.24,693.73,opstlite
212,88,117.19,3.33,736.91,118.19,3.33,736.92,opstlite
212,88,116.97,2.42,780.10,117.97,2.42,780.11,opstlite
212,24,117.06,4.88,663.53,118.06,4.88,663.53,tppmtr
212,24,116.99,4.60,676.52,117.99,4.60,676.53,tppmtr
212,24,116.93,4.33,689.52,117.93,4.33,689.53,tppmtr
212,24,116.86,4.05,702.52,117.86,4.05,702.52,tppmtr
212,24,116.79,3.78,715.52,117.79,3.78,715.52,tppmtr
212,24,116.73,3.50,728.51,117.73,3.50,728.52,tppmtr
212,24,116.66,3.23,741.51,117.66,3.23,741.51,tppmtr
212,24,116.60,2.96,754.51,117.60,2.96,754.51,tppmtr
212,24,116.53,2.68,767.50,117.53,2.68,767.51,tppmtr
212,24,116.47,2.41,780.50,117.47,2.41,780.50,tppmtr
212,24,116.40,2.13,793.50,117.40,2.13,793.50,tppmtr
212,24,116.33,1.86,806.49,117.33,1.86,806.50,tppmtr
212,24,117.15,4.41,685.52,118.15,4.41,685.53,tptcanc
213,88,89.62,2.39,874.91,90.07,2.39,875.80,opstlite
213,88,50.90,5.11,894.99,51.36,5.11,895.88,opstlite
213,88,12.64,7.97,915.81,12.91,7.97,916.78,opstlite
213,24,85.79,2.65,876.30,86.25,2.65,877.19,tppmtr
213,24,74.14,3.47,882.35,74.60,3.47,883.24,tppmtr
213,24,62.49,4.28,888.40,62.96,4.28,889.29,tppmtr
213,24,50.85,5.10,894.46,51.31,5.10,895.34,tppmtr
213,24,39.72,6.03,901.35,40.25,6.03,902.20,tppmtr
213,24,28.49,6.96,908.16,28.99,6.96,909.02,tppmtr
213,24,16.79,7.80,914.13,17.06,7.80,915.09,tppmtr
213,24,100.28,1.61,869.14,100.73,1.61,870.03,tptcanc
263,88,-33.41,7.46,908.37,-33.68,7.46,909.33,opstlite
263,88,-79.42,6.42,897.96,-79.63,6.42,898.94,opstlite
263,88,-125.53,5.60,887.80,-125.75,5.60,888.78,opstlite
263,24,3.59,8.14,916.17,3.47,8.14,917.16,tppmtr
263,24,-10.46,8.02,913.97,-10.71,8.02,914.94,tppmtr
263,24,-24.22,7.68,910.38,-24.48,7.68,911.34,tppmtr
263,24,-37.92,7.34,906.61,-38.18,7.34,907.58,tppmtr
263,24,-51.77,7.03,903.54,-51.99,7.03,904.51,tppmtr
263,24,-65.65,6.73,900.48,-65.86,6.73,901.46,tppmtr
263,24,-79.53,6.42,897.43,-79.74,6.42,898.40,tppmtr
263,24,-93.40,6.11,894.37,-93.62,6.11,895.35,tppmtr
263,24,-107.28,5.84,891.32,-107.50,5.84,892.29,tppmtr
263,24,-121.16,5.66,888.25,-121.37,5.66,889.23,tppmtr
263,24,7.72,8.15,916.85,7.61,8.15,917.84,tptcanc
263,88,-131.19,5.40,864.62,-130.97,5.40,863.65,opstlite
263,88,-92.67,5.99,873.41,-92.45,5.99,872.43,opstlite
263,88,-54.15,6.91,882.19,-53.93,6.91,881.21,opstlite
