# file: c:/mm/shop/race/race64c24waypoints.csv geofile: r64 num: 12
-235.081,3.06098,982.6,30,0,0,0,
-421.216,2.0,664.582,-22.0,9.0,0,0,
-456.253,-2e-005,270.659,0,0,0,0,
-516.675,0,-0.00184,90,0,0,0,
-548.968,0.0001,-873.414,0,0,0,0,
-306.152,7.04929,-1024.8,54.0,8.6,0,0,
-168.092,0.00016,-1344.58,120,20.0,0,0,
-560.063,0.89405,-1291.43,-153,20.0,0,0,
-969.929,9.99998,-691.408,-141.0,23.0,0,0,
-1141.1,10,-6.37536,-174.0,23.0,0,0,
-890.066,12.9606,897.986,103.0,23.0,0,0,
-134.825,6.7,817.42,32.0,13.0,0,0,
