# file: c:/mm/shop/race/race65c24waypoints.csv geofile: r65 num: 14
-131.0,9.0,813.0,35,0,0,0,
111.568,4.04511,705.0,0,9.6,0,0,
177.848,-5e-005,407.768,0,0,0,0,
-175.597,-4e-005,279.781,0,0,0,0,
-158.065,0,-0.00074,90,0,0,0,
-364.564,1e-005,-110.329,0,0,0,0,
-338.0,7e-005,-555.0,18.0,0,0,0,
-17.5411,8e-005,-710.209,0.1,0,0,0,
87.0737,6e-005,-527.22,90,0,0,0,
162.562,5e-005,-437.488,180,0,0,0,
236.86,6e-005,-527.744,90,0,0,0,
550.126,0.30006,-628.0,0.1,19.5,0,0,
186.927,0.00012,-1042.15,45,0,0,0, 
