# file: c:/mm/shop/race/race3c25waypoints.csv geofile: c3pt num: 18
473.154,9e-005,-750.031,90,13.0,0,0,
610.44,9e-005,-723.377,126,10.0,0,0,
861.179,8e-005,-692.804,0,8.5,0,0,
1070.43,8e-005,-692.803,90,9.0,0,0,
1031.83,9e-005,-790.222,0,9.0,0,0,
814.45,9e-005,-790.141,-90,8.5,0,0,
404.081,0.00011,-946.601,0,0,0,0,
61.0,0.00012,-1056.0,0.1,10.0,0,0,
60.0409,0.00014,-1192.0,0,0,0,0,
-127.0,0.00016,-1309.0,-120,10.0,0,0,
-161.087,4.42932,-1204.0,-164,9.0,0,0,
-242.0,9.5,-1064.54,178,10.0,0,0,
-220.619,6.97003,-927.762,0,0,0,0,
-233.741,4.0,-761.798,0,0,0,0,
-156.412,1.33572,-685.648,-173,13.5,0,0,
-172.0,5e-005,-439.0,140,16.0,0,0,
151.0,0.0,-530.0,45,0,0,0,
165.0,9e-005,-747.0,45,20.0,0,0,
