# file: c:/mm/shop/race/race69c28waypoints.csv geofile: r69 num: 14
-729.99,7e-005,-603.622,49,0,0,0,
-654.022,8e-005,-674.235,48.0,13.4,0,0,
-242.463,9.20652,-942.025,0,0,0,0,
-167.945,10.0001,-986.133,52,8.0,0,0,
-135.33,0.0001,-846.012,0,0,0,0,
362.0,-1.99996,-350.0,95,0,0,0,
403.029,3e-005,0.0,90,0,0,0,
569.966,-6e-005,472.466,90.0,0,0,0,
802.735,-6e-005,544.373,0,0,0,0,
1065.0,-7e-005,588.439,170.0,0,0,0,
-456.255,3.4,531.399,-45.0,24.0,0,0,
-456.254,-5e-005,407.766,0,0,0,0,
-148.986,0,-0.00072,-90,0,0,0,
-88.5,3e-005,-196.287,0,12.0,0,0,
